0001—二三四五六七八九 答案：缺衣少食 
1046—夫妻结婚不久，丈夫就去当兵了，几年之后，妻子生了个儿子。有一天，妻子对儿子说爸爸就要回来了！让儿子和自己一起去机场接他的爸爸，一会飞机上下来了三个人，儿子冲上去就喊：“爸爸！”为什么儿子能认出来？ 答案：因为其中两个是女的. 
1047—什么东西有白、有黑，也有红？ 答案：一匹怕羞的斑马. 
1048—说有九头小猪要过河，刚好河里有九头鄂鱼，小猪说：“鄂鱼，带我们过河吗？”鄂鱼说：“行啊”结果八头小猪被八条鄂鱼吃了，为什么第九头小猪没有被鄂鱼吃了？ 答案：第九头鄂鱼是伊斯兰教徒. 
1049—一个女子最讨厌抽烟的人，有一天，她去一个朋友家，参观新房后，连声说：“抽烟好、抽烟好！”请问这是为什么？ 答案：排油烟机. 
1050—有只小蚂蚁在自己家附近玩耍，不久看见一头大象慢悠悠走了过了，蚂蚁一惊，连忙跑回家去，想了想又伸出了一条自己细细的小腿，请问为什么？？ 答案：小蚂蚁想把大象拌倒. 
1051—什么样的人最喜欢长发？ 答案：理发师. 
1052—烤肉的时侯最怕什么？ 答案：肉跟你装熟. 
1053—两腿一掰，黄水直流。（打一动作） 答案：剪刀 
1054—为什么人的屁股生在后面？ 答案：放屁里自己可以少闻点臭味. 
1055—有个人被恐龙一口咬住，又在嘴里嚼了好几下，为什么没有受伤？ 答案：因为塞到恐龙的牙缝里了. 
1056—有一样东西，它每个月都会来一次，只是薄薄的一张纸就令你心烦意乱，这到底是什么东西呢？ 答案：每个月的测试. 
1057—外国人的长，中国人的短，公公没有，和尚用不着。 答案：名字. 
1058—拿着鸡蛋丟石头，但鸡蛋却没破，为什么 答案：拿着鸡蛋,丢的是石头.当然鸡蛋不破啦. 
1059—小小的一根棍，把他拿出来，放到嘴里面，越啄越红，越啄越短。是什么？ 答案：吸烟. 
1060—人体上有一个器官由两片肉构成，肉上长有毛，如果用手指不停的挖两片肉中间，那就会流出水来，如果用硬东西用力一戳那它就会流血。 答案：眼睛. 
1061—问你龟兔第三次赛跑，兔子一没有骄傲，二没有睡觉非常努力的奔跑，终点也不在水里，可是还是输了为什么？ 答案：乌龟是只忍者神龟. 
1062—有一群耗子，中间有只猫，问还有几只耗子？ 答案：一只也没有. 
1063—导演招收演员，考题是《黑夜归来》。该怎样做才能很容易被录取呢？ 答案：很简单做个拉灯的动作 
1064—小明一家人在客厅里，明明听到有人喊：“救命啊，失火了，为什么他们一家人动也不动？？？ 答案：因为他们在看电视. 
1065—什么东西不用的时候朝下,用的时候朝前？ 答案：钥匙 
1066—小王用捕鼠笼在家抓老鼠,第二天一早发现笼子里抓了一只活老鼠,而笼子外面却有二只死老鼠四脚朝天的死老鼠,为什么？　 答案：那两只看到同伴笨的上当活活笑死的. 
1067—一辆出租车在公路上正常行驶，并且没有违反任何交通规则却被一个警察给拦住了，请问为什么？ 答案：警察想做出租车. 
1068—三个小朋友各买了一双相同的鞋，为什么他们穿的鞋还是不一样？ 答案：刚买还没穿. 
1069—江家有三个女儿，大女儿、二女儿、三女儿。谁的身材最辣？ 答案：大女儿因为姜还是老的辣. 
1070—什么东西越长越细越难过,越短越越粗越好过 答案：独木桥. 
1071—包公的脸为什么是黑的？ 答案：因为额头上有个月亮月亮都是晚上出来. 
1072—一种用舌头解不开，就用牙齿咬的解决政治疮疤的方法是什么？ 答案：战争. 
1073—什么袋每个人都有，却很少有人借给别人？ 答案：脑袋. 
1074—根据调查，发现本国各地在同一时间，竟然有许多人说着相同英语酌奇怪现象，这究竟是怎么一回事呢 答案：原来他们都均同时收听英语广播讲座节目中的发音练习.? 
1075—有一天我去意大利参观著名的比萨斜塔时，却看到此塔一点也不倾斜，笔直而立。当时真怀疑自己是否眼花了，四周看不到修复的痕迹，也不是看到赝品。那么究竟该如何说明这个事实呢 答案：站在与倾斜方向相对的地方看. 
1076—“东张西望”“左顾右盼”“瞻前瞻后”这几个成语用在什么时候最合适？ 答案：过马路. 
1077—地球表面哪里照不到太阳？ 答案：背面. 
1078—摩托车为什么打不着火？ 答案：欠踹. 
1079—人死了为什么要埋在地下？　　　 答案：到地府快一点. 
1080—坏人属于人类，那么好吃懒做的人渣属于什么类？ 答案：人类. 
1081—在饭桌上,piggy和cloud说着说着竟然动起拳头来了,可为什么社区侦探时雨不但不阻止,反而在旁边大喊加油 答案：他们在划拳. 
1082—远在外地工作的浪人寄了封信回家慰问,里面还夹了张照片,但为什么他家人收到信后却迟迟不肯打开看呢 答案：粗心的浪人把勿折写成了勿拆, 
1083—带马桶坐大堂是咋回事 答案：脏官. 
1084—什么东西卖的价格越高越容易成交？ 答案：废品. 
1085—珍惜和CLOUD学习驾驶帆船。珍惜对CLOUD说：我知道帆船在逆风时也可以前进，但我今天真倒霉，帆船进入了一个完全无风的地带，幸亏后来遇到一股强烈的潮水才得以逃脱。CLOUD说：虽然是无风地带，但还是 答案：可能. 
1086—小明从外面买了好多东西回来,为什么她一进社区办公室就把手中的一捆布往地上一扔 答案：拖布. 
1087—为什么有人说建立在金钱基础上的婚姻是最牢固的？ 答案：铜婚,银婚,金婚...越老越牢固. 
1088—电梯除了比楼梯省时省力之外，最大的好处是什么？ 答案：万一跌摔不会一路滚下去. 
1089—小明上街去，买了一堆香蕉，一堆苹果，一堆梨，一堆荔枝，他买了几堆东西？ 答案：他买了一堆因为所有的都堆在一块儿. 
1090—上课的时候，同学们都坐着上课，但是小李上每一节课都站着。为什么？ 答案：小李是老师. 
1091—什么样的书最香？ 答案：菜谱 
1092—细菌靠生物而活那么什么靠细菌活？ 答案：医生. 
1093—有什么办法可以保住母鸡性命免遭主人宰杀 答案：想办法每天下一个蛋. 
1094—医生问病人：“感冒吗？”病人摇摇头。“肚子疼？”病人摇头“神经病？”病人摇头。究竟他是来看什么病的？ 答案：是来看不停摇头的毛病. 
1095—病患在什么地方最没痛苦？ 答案：别人身上. 
1096—什么老鼠跑的最快！ 答案：看见猫的老鼠. 
1097—猪为什么没完没了地吃？ 答案：他想成为一只肉猪. 
1098—什么字大家看了都说没用？ 答案：没用. 
1099—什么东西没有价值但大家又很喜欢？ 答案：无价之宝. 
1100—爸爸什么时象个孩子？ 答案：在爷爷面前. 
1101—为什么养长颈鹿最不花钱？ 答案：因为他们的脖子长,一点点食物都要走很长的路才能到肚? 
1102—沙漠中最常见的东西是什么？ 答案：沙子. 
1103—永远也写不好的字是什么字？ 答案："坏"字 
1104—什么树永远不会枯死？ 答案：画上的树. 
1105—什么河里从来没有水？ 答案：棋盘上的楚河. 
1106—吃饭的时候最扫兴的是什么？ 答案：没做饭 
1107—从天上飞机里跳出来，最怕遇见什么？ 答案：忘带降落伞 
1108—渔夫最怕什么？ 答案：没人吃鱼 
1109—什么东西越有越可怜？ 答案：穷. 
1110—什么东西越吃越感到饿？ 答案：消化药. 
1111—什么鬼整天腾云驾雾？ 答案：烟鬼. 
1112—世界上最长的单词是什么？ 答案：微笑因为两个字母s里隔了一里. 
1113—为什么一群狼当中必定有一只羊？ 答案：就群字里有羊. 
1114—什么酒不能喝？ 答案：碘酒. 
1115—一个人没有前辈，为什么他有后辈？ 答案：人当然有后背. 
1116—什么地方有时候有水,有时候没水 答案：水笼头里. 
1117—小孩子喜欢好什么？ 答案：好奇. 
1118—猫最喜欢吃什么？ 答案：老鼠. 
1119—什么柴不能烧？ 答案：人才. 
1120—什么最铁面无私 答案：称. 
1121—老王很有钱，可别人说他是个奴隶，为什么？ 答案：老王是个守财驭 
1122—一点一横长，一撇到南洋，上面像个丑，下面一张口。 答案：唐. 
1123—小明看书的时候，为什么不能把书签放在175页和176页之间？ 答案：因为是写在一张纸上. 
1124—世界上哪个地方下午比早上先到？ 答案：在字典里. 
1125—什么走路早上用四条腿,中午用两条腿,晚上用三条腿 答案：人. 
1126—什么车坐不了？ 答案：风车. 
1127—什么酒喝不了？ 答案：天长地久 
1128—如果苹果没落在牛顿头顶上，会落到哪里？ 答案：地上. 
1129—如果苹果没落在牛顿头顶上，会落到哪里？ 答案：地上. 
1130—八点钟和九点钟有什么不一样？ 答案：差一点. 
1131—一天，洋洋不慎撞到电线杆，为什么他连手都疼？ 答案：洋洋狠狠的揍了电线杆一顿. 
1132—有一样东西不管你喜欢与否，它却每年一定要增加一点，这是什么东西？ 答案：年龄. 
1133—动物园里，小明紧挨着老虎合影留念，老虎却没有咬他，为什么？ 答案：那是只假老虎. 
1134—冰到底是什么东西？ 答案：一块一块的水. 
1135—怎样才能防止第二次感冒？ 答案：根本不要感冒. 
1136—王芬和李丽是同班最要好的同学，她们约好去医院探望老师，王芬买了5束花，李丽买了4束花，进病房后她俩将花合在一起送给了老师，你知道她们的老师一共收到了几束花？ 答案：一束花. 
1137—小戴是位科学家，历尽千辛万苦终于来到一个地方，他面北而立，向左转了90度，却还是向北，再转90度依然面北，又转90度还是面北，你知道这是什么原因吗？ 答案：小戴在北极. 
1138—黄河上有2座桥，一高一低，这2座桥都被接连而来的3次洪水淹没了。高桥被淹了3次，低桥反只被淹了1次，这是为什么？ 答案：水退后高桥露出来而低桥一直淹着. 
1139—王爷爷有3个孙子。一天，他买了2个小西瓜，一路在想怎样平均分西瓜，总也想不出个好办法来。在门口，邻居李奶奶只说了3个字，王爷爷就愁眉舒展了。李奶奶告诉他的是什么办法？ 答案：榨成汁. 
1140—一根绳子在当中被一刀剪断了，但它仍是一根完整的绳子，为什么？ 答案：因为绳子起初是结成圆形圈的. 
1141—陆先生有两位朋友，都在税务局当税务官员，其中一位是另一位的孩子的父亲。你说会有这种可能吗？ 答案：两位税务官员是夫妇. 
1142—李伯伯一共有7个儿子，这7个儿子又各有一个妹妹，那么，李伯伯一共有几个子女？ 答案：八个子女妹妹最小. 
1143—在有100个代表队参加的足球淘汰赛中，要决出冠军队，至少需进行多少次比赛？ 答案：一次只能淘汰一个队故需要99次. 
1144—足球比赛中间休息的时候，爸爸问他的儿子：放在右脚旁边而左脚碰不到的是什么东西？儿子灵机一动就答对了，你知道吗？ 答案：是左脚. 
1145—一家珠宝店的老板雇了一位保镖负责押送一箱珠宝，不幸中途遭人打劫。在整个被劫过程中，保镖始终死守着珠宝，尽管保镖没自盗自劫，可珠宝店老板还是损失了这箱珠宝，为什么？ 答案：保镖与宝箱一起劫走. 
1146—老鹰的绝症是什么 答案：恐高症 
1147—4+4+4+4（猜一种水果） 答案：16石榴 
1148—米汤淋头,请猜一名星 答案：周润发. 
1149—一只蚊子顺时钟绕着一个新买的而且是没有任何质量问题的高效捕蚊灯打转,但一直不会被吸进去,为什么呢 答案：因为捕蚊灯没有通电. 
